rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,orientation,x,y,z,w,orientation_covariance,angular_velocity,x,y,z,angular_velocity_covariance,linear_acceleration,x,y,z,linear_acceleration_covariance
1680186300191884328,,51189,,1607383732,571745408,"""fcu""",,-0.0102900116119466,0.0006917017123210155,-0.9999467499363395,0.00036674448706958097,"[1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0]",,0.005068657454103231,-0.01413125824183225,0.06083860993385315,"[1.2184696791468346e-07, 0.0, 0.0, 0.0, 1.2184696791468346e-07, 0.0, 0.0, 0.0, 1.2184696791468346e-07]",,-0.0784532,0.9316317500000013,9.80665,"[8.999999999999999e-08, 0.0, 0.0, 0.0, 8.999999999999999e-08, 0.0, 0.0, 0.0, 8.999999999999999e-08]"
1680186300201429023,,51190,,1607383732,588745408,"""fcu""",,-0.010498256829010833,0.0006376882870893259,-0.9999442157482039,0.0009722905482969498,"[1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0]",,0.005475307814776897,-0.01524915546178817,0.062182217836380005,"[1.2184696791468346e-07, 0.0, 0.0, 0.0, 1.2184696791468346e-07, 0.0, 0.0, 0.0, 1.2184696791468346e-07]",,-0.08825985,0.9610517000000013,9.81645665,"[8.999999999999999e-08, 0.0, 0.0, 0.0, 8.999999999999999e-08, 0.0, 0.0, 0.0, 8.999999999999999e-08]"
1680186300219938892,,51191,,1607383732,605745408,"""fcu""",,-0.010694394838117165,0.0005772301895948245,-0.9999414470949093,0.001548904804492601,"[1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0]",,0.0054376013576984406,-0.015321800485253327,0.0626397579908371,"[1.2184696791468346e-07, 0.0, 0.0, 0.0, 1.2184696791468346e-07, 0.0, 0.0, 0.0, 1.2184696791468346e-07]",,-0.08825985,0.9414384000000012,9.79684335,"[8.999999999999999e-08, 0.0, 0.0, 0.0, 8.999999999999999e-08, 0.0, 0.0, 0.0, 8.999999999999999e-08]"
1680186300236994472,,51192,,1607383732,625745408,"""fcu""",,-0.010927490807275522,0.000529684303559356,-0.9999376625322042,0.0022316874394129878,"[1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0]",,0.0044769360683858395,-0.015539087355136864,0.06351233273744583,"[1.2184696791468346e-07, 0.0, 0.0, 0.0, 1.2184696791468346e-07, 0.0, 0.0, 0.0, 1.2184696791468346e-07]",,-0.08825985,0.9218251000000013,9.79684335,"[8.999999999999999e-08, 0.0, 0.0, 0.0, 8.999999999999999e-08, 0.0, 0.0, 0.0, 8.999999999999999e-08]"
1680186300255497470,,51193,,1607383732,642043008,"""fcu""",,-0.011150434741894307,0.0004674151005135308,-0.9999336634450852,0.002849216994503911,"[1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0]",,0.004898665472865105,-0.01641037501394748,0.06422533839941025,"[1.2184696791468346e-07, 0.0, 0.0, 0.0, 1.2184696791468346e-07, 0.0, 0.0, 0.0, 1.2184696791468346e-07]",,-0.06864655,0.9512450500000013,9.80665,"[8.999999999999999e-08, 0.0, 0.0, 0.0, 8.999999999999999e-08, 0.0, 0.0, 0.0, 8.999999999999999e-08]"
1680186300275435983,,51194,,1607383732,662043008,"""fcu""",,-0.011393672874315742,0.0004212934513794522,-0.9999286830645591,0.0035546469638563223,"[1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0]",,0.004371168091893196,-0.016279736533761018,0.06503647565841675,"[1.2184696791468346e-07, 0.0, 0.0, 0.0, 1.2184696791468346e-07, 0.0, 0.0, 0.0, 1.2184696791468346e-07]",,-0.04903325,0.9218251000000013,9.79684335,"[8.999999999999999e-08, 0.0, 0.0, 0.0, 8.999999999999999e-08, 0.0, 0.0, 0.0, 8.999999999999999e-08]"
1680186300290433864,,51195,,1607383732,677043008,"""fcu""",,-0.011581437533131234,0.0003891282895387692,-0.9999245315126482,0.004080461132239143,"[1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0]",,0.0037546551320701838,-0.016422357410192483,0.0653945803642273,"[1.2184696791468346e-07, 0.0, 0.0, 0.0, 1.2184696791468346e-07, 0.0, 0.0, 0.0, 1.2184696791468346e-07]",,-0.02941995,0.9512450500000013,9.79684335,"[8.999999999999999e-08, 0.0, 0.0, 0.0, 8.999999999999999e-08, 0.0, 0.0, 0.0, 8.999999999999999e-08]"
1680186300306839391,,51196,,1607383732,692043008,"""fcu""",,-0.011756048188204075,0.0003492685450185245,-0.9999203653194705,0.004575626935941545,"[1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0]",,0.0032134593930095434,-0.017005169764161103,0.06587948650121689,"[1.2184696791468346e-07, 0.0, 0.0, 0.0, 1.2184696791468346e-07, 0.0, 0.0, 0.0, 1.2184696791468346e-07]",,-0.02941995,0.9708583500000013,9.79684335,"[8.999999999999999e-08, 0.0, 0.0, 0.0, 8.999999999999999e-08, 0.0, 0.0, 0.0, 8.999999999999999e-08]"
1680186300321934264,,51197,,1607383732,708043008,"""fcu""",,-0.011952918268593453,0.0003096000793790491,-0.9999153476992821,0.005131211170731897,"[1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0]",,0.0036764703691005707,-0.01667297258973121,0.06582148373126984,"[1.2184696791468346e-07, 0.0, 0.0, 0.0, 1.2184696791468346e-07, 0.0, 0.0, 0.0, 1.2184696791468346e-07]",,-0.0392266,0.9806650000000012,9.8262633,"[8.999999999999999e-08, 0.0, 0.0, 0.0, 8.999999999999999e-08, 0.0, 0.0, 0.0, 8.999999999999999e-08]"
1680186300345001561,,51198,,1607383732,722043008,"""fcu""",,-0.012124013377006741,0.0002975633739803635,-0.9999104082558479,0.005665264097655553,"[1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0]",,0.0024771750904619694,-0.014817357063293448,0.06647790223360062,"[1.2184696791468346e-07, 0.0, 0.0, 0.0, 1.2184696791468346e-07, 0.0, 0.0, 0.0, 1.2184696791468346e-07]",,-0.04903325,0.9610517000000013,9.81645665,"[8.999999999999999e-08, 0.0, 0.0, 0.0, 8.999999999999999e-08, 0.0, 0.0, 0.0, 8.999999999999999e-08]"
1680186300357940147,,51199,,1607383732,740043008,"""fcu""",,-0.0123120824366445,0.00024800869432828034,-0.9999043830364837,0.006290938100918519,"[1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0]",,0.002264765091240406,-0.013741709291934958,0.068216972053051,"[1.2184696791468346e-07, 0.0, 0.0, 0.0, 1.2184696791468346e-07, 0.0, 0.0, 0.0, 1.2184696791468346e-07]",,-0.04903325,0.9610517000000013,9.79684335,"[8.999999999999999e-08, 0.0, 0.0, 0.0, 8.999999999999999e-08, 0.0, 0.0, 0.0, 8.999999999999999e-08]"
1680186300369589716,,51200,,1607383732,753028224,"""fcu""",,-0.012466595174382882,0.00023655408745211457,-0.9998988289715032,0.006845426819329536,"[1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0]",,0.002460536314174533,-0.012442808598279944,0.0680503249168396,"[1.2184696791468346e-07, 0.0, 0.0, 0.0, 1.2184696791468346e-07, 0.0, 0.0, 0.0, 1.2184696791468346e-07]",,-0.0392266,0.9904716500000013,9.80665,"[8.999999999999999e-08, 0.0, 0.0, 0.0, 8.999999999999999e-08, 0.0, 0.0, 0.0, 8.999999999999999e-08]"
1680186300386763818,,51201,,1607383732,769028224,"""fcu""",,-0.01260692313953205,0.00020593836427427545,-0.9998930721473944,0.007407249826346495,"[1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0]",,0.001582044642418623,-0.0106836725026369,0.06908447295427322,"[1.2184696791468346e-07, 0.0, 0.0, 0.0, 1.2184696791468346e-07, 0.0, 0.0, 0.0, 1.2184696791468346e-07]",,-0.0392266,0.9904716500000013,9.7870367,"[8.999999999999999e-08, 0.0, 0.0, 0.0, 8.999999999999999e-08, 0.0, 0.0, 0.0, 8.999999999999999e-08]"
1680186300406745687,,51202,,1607383732,786028224,"""fcu""",,-0.012767894159591843,0.00019762684914746055,-0.9998857371176282,0.008090397462132082,"[1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0]",,0.0008956929668784142,-0.009114007465541354,0.0700114294886589,"[1.2184696791468346e-07, 0.0, 0.0, 0.0, 1.2184696791468346e-07, 0.0, 0.0, 0.0, 1.2184696791468346e-07]",,-0.0196133,0.9806650000000012,9.79684335,"[8.999999999999999e-08, 0.0, 0.0, 0.0, 8.999999999999999e-08, 0.0, 0.0, 0.0, 8.999999999999999e-08]"
1680186300422000451,,51203,,1607383732,803028224,"""fcu""",,-0.012899347600607916,0.00018185125129939264,-0.9998785155377661,0.008748024210889827,"[1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0]",,0.0001580333337187767,-0.007262243889272204,0.07152853906154633,"[1.2184696791468346e-07, 0.0, 0.0, 0.0, 1.2184696791468346e-07, 0.0, 0.0, 0.0, 1.2184696791468346e-07]",,-0.00980665,0.9904716500000013,9.80665,"[8.999999999999999e-08, 0.0, 0.0, 0.0, 8.999999999999999e-08, 0.0, 0.0, 0.0, 8.999999999999999e-08]"
1680186300434398130,,51204,,1607383732,821028224,"""fcu""",,-0.013029292025471007,0.00017752492985876177,-0.9998704860971559,0.009445478603604673,"[1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0]",,-0.000552335986867547,-0.005612174049019805,0.07259339094161987,"[1.2184696791468346e-07, 0.0, 0.0, 0.0, 1.2184696791468346e-07, 0.0, 0.0, 0.0, 1.2184696791468346e-07]",,-0.00980665,1.0002783000000013,9.80665,"[8.999999999999999e-08, 0.0, 0.0, 0.0, 8.999999999999999e-08, 0.0, 0.0, 0.0, 8.999999999999999e-08]"
1680186300450025691,,51205,,1607383732,836028224,"""fcu""",,-0.013111765836505918,0.00017114016345031735,-0.9998633967158536,0.010061819692705476,"[1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0]",,-0.0007900935597717762,-0.002902975771576157,0.07413419336080551,"[1.2184696791468346e-07, 0.0, 0.0, 0.0, 1.2184696791468346e-07, 0.0, 0.0, 0.0, 1.2184696791468346e-07]",,0.0,0.9806650000000012,9.79684335,"[8.999999999999999e-08, 0.0, 0.0, 0.0, 8.999999999999999e-08, 0.0, 0.0, 0.0, 8.999999999999999e-08]"
1680186300468792337,,51206,,1607383732,852892032,"""fcu""",,-0.01317896695933034,0.0001858556669506432,-0.9998551838480143,0.010765297014454112,"[1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0]",,-0.002279740758240223,0.0013123627286404462,0.07520390301942825,"[1.2184696791468346e-07, 0.0, 0.0, 0.0, 1.2184696791468346e-07, 0.0, 0.0, 0.0, 1.2184696791468346e-07]",,0.0,1.0002783000000013,9.79684335,"[8.999999999999999e-08, 0.0, 0.0, 0.0, 8.999999999999999e-08, 0.0, 0.0, 0.0, 8.999999999999999e-08]"
1680186300484877599,,51207,,1607383732,870892032,"""fcu""",,-0.0132363565878081,0.0002262990838324425,-0.999845847055542,0.01153385359672282,"[1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0]",,-0.004894227255135775,0.003099329303950081,0.0780765637755394,"[1.2184696791468346e-07, 0.0, 0.0, 0.0, 1.2184696791468346e-07, 0.0, 0.0, 0.0, 1.2184696791468346e-07]",,0.00980665,1.0198916000000013,9.81645665,"[8.999999999999999e-08, 0.0, 0.0, 0.0, 8.999999999999999e-08, 0.0, 0.0, 0.0, 8.999999999999999e-08]"
1680186300503734291,,51208,,1607383732,888892032,"""fcu""",,-0.013256311604934224,0.00024991460902949524,-0.9998367322600562,0.012276667660800988,"[1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0]",,-0.004658516496419907,0.006529081612825403,0.07960672676563263,"[1.2184696791468346e-07, 0.0, 0.0, 0.0, 1.2184696791468346e-07, 0.0, 0.0, 0.0, 1.2184696791468346e-07]",,0.00980665,0.9806650000000012,9.7870367,"[8.999999999999999e-08, 0.0, 0.0, 0.0, 8.999999999999999e-08, 0.0, 0.0, 0.0, 8.999999999999999e-08]"
1680186300523506706,,51209,,1607383732,908892032,"""fcu""",,-0.013259728914515562,0.00028424405281106277,-0.9998254732316258,0.013157578484936872,"[1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0]",,-0.004361698869615793,0.009759275242686282,0.08076770603656769,"[1.2184696791468346e-07, 0.0, 0.0, 0.0, 1.2184696791468346e-07, 0.0, 0.0, 0.0, 1.2184696791468346e-07]",,0.0196133,0.9904716500000013,9.7870367,"[8.999999999999999e-08, 0.0, 0.0, 0.0, 8.999999999999999e-08, 0.0, 0.0, 0.0, 8.999999999999999e-08]"
1680186300537858626,,51210,,1607383732,922892032,"""fcu""",,-0.013254887134376891,0.0003393387566331531,-0.9998163961006195,0.013833542736129856,"[1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0]",,-0.006785920821130276,0.010876210406422625,0.08192144334316254,"[1.2184696791468346e-07, 0.0, 0.0, 0.0, 1.2184696791468346e-07, 0.0, 0.0, 0.0, 1.2184696791468346e-07]",,0.02941995,0.9904716500000013,9.79684335,"[8.999999999999999e-08, 0.0, 0.0, 0.0, 8.999999999999999e-08, 0.0, 0.0, 0.0, 8.999999999999999e-08]"
1680186300561220232,,51211,,1607383732,940892032,"""fcu""",,-0.013220411883492347,0.0003863677801598776,-0.9998049755539873,0.014665683995642775,"[1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0]",,-0.007506930269300938,0.013733912259340297,0.08442176133394241,"[1.2184696791468346e-07, 0.0, 0.0, 0.0, 1.2184696791468346e-07, 0.0, 0.0, 0.0, 1.2184696791468346e-07]",,0.02941995,0.9904716500000013,9.79684335,"[8.999999999999999e-08, 0.0, 0.0, 0.0, 8.999999999999999e-08, 0.0, 0.0, 0.0, 8.999999999999999e-08]"
1680186300578586237,,51212,,1607383732,957882880,"""fcu""",,-0.01316787645733842,0.0004403601587082084,-0.9997935029295448,0.015471412747544488,"[1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0]",,-0.00797582883387804,0.016493260860443126,0.08560580015182495,"[1.2184696791468346e-07, 0.0, 0.0, 0.0, 1.2184696791468346e-07, 0.0, 0.0, 0.0, 1.2184696791468346e-07]",,0.02941995,0.9708583500000013,9.7870367,"[8.999999999999999e-08, 0.0, 0.0, 0.0, 8.999999999999999e-08, 0.0, 0.0, 0.0, 8.999999999999999e-08]"
1680186300599934246,,51213,,1607383732,976882880,"""fcu""",,-0.01308847396321053,0.0005153455140414293,-0.9997791973662057,0.016431152792821313,"[1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0]",,-0.00846869871020317,0.018702151253819476,0.08747178316116333,"[1.2184696791468346e-07, 0.0, 0.0, 0.0, 1.2184696791468346e-07, 0.0, 0.0, 0.0, 1.2184696791468346e-07]",,0.0196133,0.9806650000000012,9.7870367,"[8.999999999999999e-08, 0.0, 0.0, 0.0, 8.999999999999999e-08, 0.0, 0.0, 0.0, 8.999999999999999e-08]"
1680186300615703915,,51214,,1607383732,994882880,"""fcu""",,-0.01299968800983337,0.000599580183995216,-0.9997656881625875,0.017297901261076498,"[1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0]",,-0.01029980555176735,0.02057935670018197,0.08785876631736755,"[1.2184696791468346e-07, 0.0, 0.0, 0.0, 1.2184696791468346e-07, 0.0, 0.0, 0.0, 1.2184696791468346e-07]",,0.0196133,0.9806650000000012,9.7870367,"[8.999999999999999e-08, 0.0, 0.0, 0.0, 8.999999999999999e-08, 0.0, 0.0, 0.0, 8.999999999999999e-08]"
1680186300631181621,,51215,,1607383733,9882880,"""fcu""",,-0.012912380726984965,0.000655281880990085,-0.9997539880786841,0.018022329216393906,"[1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0]",,-0.010707447305321693,0.02171793207526208,0.08815687894821167,"[1.2184696791468346e-07, 0.0, 0.0, 0.0, 1.2184696791468346e-07, 0.0, 0.0, 0.0, 1.2184696791468346e-07]",,0.0196133,0.9610517000000013,9.7870367,"[8.999999999999999e-08, 0.0, 0.0, 0.0, 8.999999999999999e-08, 0.0, 0.0, 0.0, 8.999999999999999e-08]"
1680186300643158559,,51216,,1607383733,27882880,"""fcu""",,-0.012808385176091468,0.000750794221750228,-0.9997396348603059,0.018869129990534028,"[1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0]",,-0.010482924059033394,0.023472534492611895,0.09013427048921585,"[1.2184696791468346e-07, 0.0, 0.0, 0.0, 1.2184696791468346e-07, 0.0, 0.0, 0.0, 1.2184696791468346e-07]",,0.02941995,0.9610517000000013,9.77723005,"[8.999999999999999e-08, 0.0, 0.0, 0.0, 8.999999999999999e-08, 0.0, 0.0, 0.0, 8.999999999999999e-08]"
1680186300662840143,,51217,,1607383733,48440448,"""fcu""",,-0.01268240264226727,0.0008407284569401605,-0.9997214235305374,0.01988781468529488,"[1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0]",,-0.01072823815047741,0.024374034255743037,0.09235729277133942,"[1.2184696791468346e-07, 0.0, 0.0, 0.0, 1.2184696791468346e-07, 0.0, 0.0, 0.0, 1.2184696791468346e-07]",,0.02941995,0.9512450500000013,9.7674234,"[8.999999999999999e-08, 0.0, 0.0, 0.0, 8.999999999999999e-08, 0.0, 0.0, 0.0, 8.999999999999999e-08]"
1680186300679813313,,51218,,1607383733,66440448,"""fcu""",,-0.012557374375484516,0.0009045435637717554,-0.9997040433203389,0.020816337783124472,"[1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0]",,-0.00977698341012001,0.024816593155264865,0.09321457892656326,"[1.2184696791468346e-07, 0.0, 0.0, 0.0, 1.2184696791468346e-07, 0.0, 0.0, 0.0, 1.2184696791468346e-07]",,0.00980665,0.9610517000000013,9.7870367,"[8.999999999999999e-08, 0.0, 0.0, 0.0, 8.999999999999999e-08, 0.0, 0.0, 0.0, 8.999999999999999e-08]"
1680186300696626788,,51219,,1607383733,82440448,"""fcu""",,-0.012441442412622752,0.0010017225358944534,-0.999686409093833,0.021709226972238482,"[1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0]",,-0.010939426720142365,0.025706786662340175,0.09505324810743332,"[1.2184696791468346e-07, 0.0, 0.0, 0.0, 1.2184696791468346e-07, 0.0, 0.0, 0.0, 1.2184696791468346e-07]",,0.0,0.9414384000000012,9.80665,"[8.999999999999999e-08, 0.0, 0.0, 0.0, 8.999999999999999e-08, 0.0, 0.0, 0.0, 8.999999999999999e-08]"
1680186300715659318,,51220,,1607383733,100440448,"""fcu""",,-0.012305151957686089,0.0010595815451954296,-0.9996669054333281,0.022661392357937016,"[1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0]",,-0.00945018045604229,0.026760146021842967,0.09645354747772217,"[1.2184696791468346e-07, 0.0, 0.0, 0.0, 1.2184696791468346e-07, 0.0, 0.0, 0.0, 1.2184696791468346e-07]",,0.00980665,0.9316317500000013,9.7674234,"[8.999999999999999e-08, 0.0, 0.0, 0.0, 8.999999999999999e-08, 0.0, 0.0, 0.0, 8.999999999999999e-08]"
1680186300734393508,,51221,,1607383733,118440448,"""fcu""",,-0.012183500070089419,0.0011333283065275142,-0.9996471139566975,0.023578071401986422,"[1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0]",,-0.010162418708205223,0.02646741271018983,0.09826567023992538,"[1.2184696791468346e-07, 0.0, 0.0, 0.0, 1.2184696791468346e-07, 0.0, 0.0, 0.0, 1.2184696791468346e-07]",,0.0,0.9218251000000013,9.75761675,"[8.999999999999999e-08, 0.0, 0.0, 0.0, 8.999999999999999e-08, 0.0, 0.0, 0.0, 8.999999999999999e-08]"
1680186300751040725,,51222,,1607383733,135440448,"""fcu""",,-0.012064962790658934,0.0012063803893009634,-0.9996247607529891,0.02456255297694593,"[1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0]",,-0.00889421347528696,0.025706771761178984,0.09948648512363434,"[1.2184696791468346e-07, 0.0, 0.0, 0.0, 1.2184696791468346e-07, 0.0, 0.0, 0.0, 1.2184696791468346e-07]",,-0.00980665,0.9316317500000013,9.77723005,"[8.999999999999999e-08, 0.0, 0.0, 0.0, 8.999999999999999e-08, 0.0, 0.0, 0.0, 8.999999999999999e-08]"
