rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,fluid_pressure,variance
1680186731881739575,,76837,,1607384164,257067520,"""fcu""",103600.0,0.0
1680186731896002383,,76838,,1607384164,277067520,"""fcu""",103600.0,0.0
1680186731915145991,,76839,,1607384164,295067520,"""fcu""",103569.9951171875,0.0
1680186731934081584,,76840,,1607384164,315067520,"""fcu""",103569.9951171875,0.0
1680186731949543470,,76841,,1607384164,329067520,"""fcu""",103569.9951171875,0.0
1680186731972353976,,76842,,1607384164,353408512,"""fcu""",103569.9951171875,0.0
1680186732004105274,,76843,,1607384164,365408512,"""fcu""",103569.9951171875,0.0
1680186732017694200,,76844,,1607384164,383408512,"""fcu""",103569.9951171875,0.0
1680186732030308989,,76845,,1607384164,397408512,"""fcu""",103609.99755859375,0.0
1680186732044728661,,76846,,1607384164,415408512,"""fcu""",103609.99755859375,0.0
1680186732060784746,,76847,,1607384164,429408512,"""fcu""",103609.99755859375,0.0
1680186732073585620,,76848,,1607384164,449392384,"""fcu""",103609.99755859375,0.0
1680186732086057669,,76849,,1607384164,465392384,"""fcu""",103609.99755859375,0.0
1680186732099578899,,76850,,1607384164,479392384,"""fcu""",103609.99755859375,0.0
1680186732114952478,,76851,,1607384164,495392384,"""fcu""",103600.0,0.0
1680186732132518422,,76852,,1607384164,513392384,"""fcu""",103600.0,0.0
1680186732149474120,,76853,,1607384164,529392384,"""fcu""",103600.0,0.0
1680186732165321190,,76854,,1607384164,545620224,"""fcu""",103600.0,0.0
1680186732180667052,,76855,,1607384164,562620224,"""fcu""",103600.0,0.0
1680186732215123679,,76856,,1607384164,577620224,"""fcu""",103600.0,0.0
1680186732232556578,,76857,,1607384164,593620224,"""fcu""",103600.0,0.0
1680186732245578133,,76858,,1607384164,609620224,"""fcu""",103590.00244140625,0.0
1680186732257931572,,76859,,1607384164,627620224,"""fcu""",103590.00244140625,0.0
1680186732273716030,,76860,,1607384164,645540608,"""fcu""",103590.00244140625,0.0
1680186732281596073,,76861,,1607384164,662540608,"""fcu""",103590.00244140625,0.0
1680186732298909466,,76862,,1607384164,679540608,"""fcu""",103590.00244140625,0.0
1680186732316923395,,76863,,1607384164,697540608,"""fcu""",103569.9951171875,0.0
1680186732336183923,,76864,,1607384164,715540608,"""fcu""",103569.9951171875,0.0
1680186732352558748,,76865,,1607384164,733540608,"""fcu""",103569.9951171875,0.0
1680186732371058103,,76866,,1607384164,747515008,"""fcu""",103569.9951171875,0.0
1680186732384450595,,76867,,1607384164,765515008,"""fcu""",103569.9951171875,0.0
1680186732404013509,,76868,,1607384164,779515008,"""fcu""",103569.9951171875,0.0
1680186732423039563,,76869,,1607384164,797515008,"""fcu""",103569.9951171875,0.0
1680186732442899767,,76870,,1607384164,815515008,"""fcu""",103569.9951171875,0.0
1680186732455959485,,76871,,1607384164,827515008,"""fcu""",103569.9951171875,0.0
1680186732473214667,,76872,,1607384164,845409024,"""fcu""",103569.9951171875,0.0
1680186732489294366,,76873,,1607384164,865409024,"""fcu""",103569.9951171875,0.0
1680186732504308031,,76874,,1607384164,879409024,"""fcu""",103569.9951171875,0.0
1680186732516560280,,76875,,1607384164,897409024,"""fcu""",103569.9951171875,0.0
1680186732537607288,,76876,,1607384164,913409024,"""fcu""",103569.9951171875,0.0
1680186732554963997,,76877,,1607384164,929409024,"""fcu""",103569.9951171875,0.0
1680186732572317086,,76878,,1607384164,945164800,"""fcu""",103569.9951171875,0.0
1680186732590619914,,76879,,1607384164,962164800,"""fcu""",103569.9951171875,0.0
1680186732607393439,,76880,,1607384164,979164800,"""fcu""",103569.9951171875,0.0
1680186732617113045,,76881,,1607384164,997164800,"""fcu""",103629.99267578125,0.0
1680186732639002336,,76882,,1607384165,15164800,"""fcu""",103629.99267578125,0.0
1680186732649702246,,76883,,1607384165,29164800,"""fcu""",103629.99267578125,0.0
1680186732668706747,,76884,,1607384165,49095168,"""fcu""",103629.99267578125,0.0
1680186732688004552,,76885,,1607384165,67095168,"""fcu""",103629.99267578125,0.0
1680186732701099076,,76886,,1607384165,79095168,"""fcu""",103629.99267578125,0.0
1680186732719524818,,76887,,1607384165,99095168,"""fcu""",103619.9951171875,0.0
1680186732742813477,,76888,,1607384165,115095168,"""fcu""",103619.9951171875,0.0
1680186732759463596,,76889,,1607384165,129095168,"""fcu""",103619.9951171875,0.0
1680186732774174213,,76890,,1607384165,147329152,"""fcu""",103619.9951171875,0.0
1680186732791933799,,76891,,1607384165,165329152,"""fcu""",103619.9951171875,0.0
1680186732807472326,,76892,,1607384165,177329152,"""fcu""",103619.9951171875,0.0
1680186732817613709,,76893,,1607384165,197329152,"""fcu""",103609.99755859375,0.0
1680186732833675025,,76894,,1607384165,215329152,"""fcu""",103609.99755859375,0.0
1680186732850922608,,76895,,1607384165,229329152,"""fcu""",103609.99755859375,0.0
1680186732865817574,,76896,,1607384165,247641472,"""fcu""",103609.99755859375,0.0
1680186732885123713,,76897,,1607384165,265641472,"""fcu""",103609.99755859375,0.0
1680186732903898207,,76898,,1607384165,283641472,"""fcu""",103609.99755859375,0.0
1680186732918224207,,76899,,1607384165,297641472,"""fcu""",103619.9951171875,0.0
1680186732940398286,,76900,,1607384165,315641472,"""fcu""",103619.9951171875,0.0
1680186732961194054,,76901,,1607384165,335641472,"""fcu""",103619.9951171875,0.0
1680186732979545483,,76902,,1607384165,353269760,"""fcu""",103619.9951171875,0.0
1680186732992894686,,76903,,1607384165,367269760,"""fcu""",103619.9951171875,0.0
1680186733010804919,,76904,,1607384165,383269760,"""fcu""",103619.9951171875,0.0
1680186733029121536,,76905,,1607384165,399269760,"""fcu""",103609.99755859375,0.0
1680186733035421921,,76906,,1607384165,415269760,"""fcu""",103609.99755859375,0.0
1680186733049611178,,76907,,1607384165,430269760,"""fcu""",103609.99755859375,0.0
1680186733067207424,,76908,,1607384165,447109248,"""fcu""",103609.99755859375,0.0
1680186733085988345,,76909,,1607384165,465109248,"""fcu""",103609.99755859375,0.0
1680186733103437173,,76910,,1607384165,483109248,"""fcu""",103609.99755859375,0.0
1680186733118699837,,76911,,1607384165,497109248,"""fcu""",103600.0,0.0
1680186733134107657,,76912,,1607384165,515109248,"""fcu""",103600.0,0.0
1680186733160568562,,76913,,1607384165,535109248,"""fcu""",103600.0,0.0
1680186733174318900,,76914,,1607384165,549399296,"""fcu""",103600.0,0.0
1680186733192220551,,76915,,1607384165,565399296,"""fcu""",103600.0,0.0
1680186733206765447,,76916,,1607384165,579399296,"""fcu""",103600.0,0.0
1680186733224222672,,76917,,1607384165,595399296,"""fcu""",103629.99267578125,0.0
1680186733235008737,,76918,,1607384165,615399296,"""fcu""",103629.99267578125,0.0
1680186733249979544,,76919,,1607384165,629399296,"""fcu""",103629.99267578125,0.0
1680186733265122808,,76920,,1607384165,645611264,"""fcu""",103629.99267578125,0.0
1680186733284163764,,76921,,1607384165,665611264,"""fcu""",103629.99267578125,0.0
1680186733302613248,,76922,,1607384165,683611264,"""fcu""",103629.99267578125,0.0
1680186733321890090,,76923,,1607384165,699611264,"""fcu""",103619.9951171875,0.0
1680186733336550373,,76924,,1607384165,717611264,"""fcu""",103619.9951171875,0.0
1680186733368264500,,76925,,1607384165,735611264,"""fcu""",103619.9951171875,0.0
1680186733383538326,,76926,,1607384165,757075584,"""fcu""",103619.9951171875,0.0
1680186733400984297,,76927,,1607384165,771075584,"""fcu""",103619.9951171875,0.0
1680186733416730587,,76928,,1607384165,787075584,"""fcu""",103619.9951171875,0.0
1680186733430927278,,76929,,1607384165,804075584,"""fcu""",103529.99267578125,0.0
1680186733437930814,,76930,,1607384165,819075584,"""fcu""",103529.99267578125,0.0
1680186733454561365,,76931,,1607384165,837075584,"""fcu""",103529.99267578125,0.0
1680186733474943043,,76932,,1607384165,853807360,"""fcu""",103529.99267578125,0.0
1680186733487075824,,76933,,1607384165,867807360,"""fcu""",103529.99267578125,0.0
1680186733503581656,,76934,,1607384165,883807360,"""fcu""",103529.99267578125,0.0
1680186733524231333,,76935,,1607384165,899807360,"""fcu""",103609.99755859375,0.0
1680186733536916750,,76936,,1607384165,917807360,"""fcu""",103609.99755859375,0.0
1680186733563824317,,76937,,1607384165,935807360,"""fcu""",103609.99755859375,0.0
1680186733580644289,,76938,,1607384165,954766912,"""fcu""",103609.99755859375,0.0
1680186733596730001,,76939,,1607384165,967766912,"""fcu""",103609.99755859375,0.0
1680186733615763035,,76940,,1607384165,985766912,"""fcu""",103609.99755859375,0.0
1680186733631931332,,76941,,1607384166,2766912,"""fcu""",103600.0,0.0
1680186733642037729,,76942,,1607384166,15766912,"""fcu""",103600.0,0.0
1680186733652376257,,76943,,1607384166,33766912,"""fcu""",103600.0,0.0
1680186733672875175,,76944,,1607384166,47510400,"""fcu""",103600.0,0.0
1680186733683695452,,76945,,1607384166,65510400,"""fcu""",103600.0,0.0
1680186733699124467,,76946,,1607384166,79510400,"""fcu""",103600.0,0.0
1680186733716089378,,76947,,1607384166,97510400,"""fcu""",103569.9951171875,0.0
1680186733736448761,,76948,,1607384166,115510400,"""fcu""",103569.9951171875,0.0
1680186733755178334,,76949,,1607384166,135510400,"""fcu""",103569.9951171875,0.0
1680186733778196459,,76950,,1607384166,153547264,"""fcu""",103569.9951171875,0.0
1680186733792316727,,76951,,1607384166,165547264,"""fcu""",103569.9951171875,0.0
1680186733809891597,,76952,,1607384166,183547264,"""fcu""",103569.9951171875,0.0
1680186733827516360,,76953,,1607384166,199547264,"""fcu""",103619.9951171875,0.0
1680186733843018378,,76954,,1607384166,215547264,"""fcu""",103619.9951171875,0.0
1680186733853391330,,76955,,1607384166,233547264,"""fcu""",103619.9951171875,0.0
1680186733867274747,,76956,,1607384166,247131008,"""fcu""",103619.9951171875,0.0
1680186733885132537,,76957,,1607384166,265131008,"""fcu""",103619.9951171875,0.0
1680186733905411067,,76958,,1607384166,285131008,"""fcu""",103619.9951171875,0.0
1680186733920308063,,76959,,1607384166,299131008,"""fcu""",103619.9951171875,0.0
1680186733935717695,,76960,,1607384166,317131008,"""fcu""",103619.9951171875,0.0
1680186733954261511,,76961,,1607384166,335131008,"""fcu""",103619.9951171875,0.0
1680186733972200848,,76962,,1607384166,353523712,"""fcu""",103619.9951171875,0.0
1680186733988283762,,76963,,1607384166,365523712,"""fcu""",103619.9951171875,0.0
1680186733998999741,,76964,,1607384166,379523712,"""fcu""",103619.9951171875,0.0
1680186734016179504,,76965,,1607384166,397523712,"""fcu""",103579.99267578125,0.0
1680186734035252382,,76966,,1607384166,415523712,"""fcu""",103579.99267578125,0.0
1680186734057898141,,76967,,1607384166,429523712,"""fcu""",103579.99267578125,0.0
1680186734070281479,,76968,,1607384166,447478144,"""fcu""",103579.99267578125,0.0
1680186734091221931,,76969,,1607384166,465478144,"""fcu""",103579.99267578125,0.0
1680186734104276809,,76970,,1607384166,477478144,"""fcu""",103579.99267578125,0.0
1680186734125246996,,76971,,1607384166,497478144,"""fcu""",103559.99755859375,0.0
1680186734134193096,,76972,,1607384166,515478144,"""fcu""",103559.99755859375,0.0
1680186734149664041,,76973,,1607384166,529478144,"""fcu""",103559.99755859375,0.0
1680186734165841075,,76974,,1607384166,547510400,"""fcu""",103559.99755859375,0.0
1680186734181787232,,76975,,1607384166,562510400,"""fcu""",103559.99755859375,0.0
1680186734200053427,,76976,,1607384166,579510400,"""fcu""",103559.99755859375,0.0
1680186734221203221,,76977,,1607384166,599510400,"""fcu""",103569.9951171875,0.0
1680186734238054444,,76978,,1607384166,615510400,"""fcu""",103569.9951171875,0.0
1680186734248557333,,76979,,1607384166,629510400,"""fcu""",103569.9951171875,0.0
1680186734269467696,,76980,,1607384166,649362432,"""fcu""",103569.9951171875,0.0
1680186734281858989,,76981,,1607384166,662362432,"""fcu""",103569.9951171875,0.0
1680186734296240252,,76982,,1607384166,677362432,"""fcu""",103569.9951171875,0.0
1680186734315540963,,76983,,1607384166,695362432,"""fcu""",103590.00244140625,0.0
1680186734337509696,,76984,,1607384166,713362432,"""fcu""",103590.00244140625,0.0
1680186734354884286,,76985,,1607384166,729362432,"""fcu""",103590.00244140625,0.0
1680186734373073148,,76986,,1607384166,747370112,"""fcu""",103590.00244140625,0.0
1680186734389393176,,76987,,1607384166,762370112,"""fcu""",103590.00244140625,0.0
1680186734410405543,,76988,,1607384166,779370112,"""fcu""",103590.00244140625,0.0
1680186734424287537,,76989,,1607384166,795370112,"""fcu""",103579.99267578125,0.0
1680186734429917127,,76990,,1607384166,809370112,"""fcu""",103579.99267578125,0.0
1680186734444937580,,76991,,1607384166,825370112,"""fcu""",103579.99267578125,0.0
1680186734463302763,,76992,,1607384166,842225472,"""fcu""",103579.99267578125,0.0
1680186734479544533,,76993,,1607384166,859225472,"""fcu""",103579.99267578125,0.0
1680186734494726987,,76994,,1607384166,875225472,"""fcu""",103579.99267578125,0.0
1680186734509825819,,76995,,1607384166,889225472,"""fcu""",103579.99267578125,0.0
1680186734531911401,,76996,,1607384166,909225472,"""fcu""",103529.99267578125,0.0
1680186734544234526,,76997,,1607384166,924225472,"""fcu""",103529.99267578125,0.0
1680186734564378018,,76998,,1607384166,939665024,"""fcu""",103529.99267578125,0.0
1680186734582827223,,76999,,1607384166,955665024,"""fcu""",103529.99267578125,0.0
1680186734599877682,,77000,,1607384166,973665024,"""fcu""",103529.99267578125,0.0
1680186734618791438,,77001,,1607384166,989665024,"""fcu""",103529.99267578125,0.0
1680186734637537441,,77002,,1607384167,7665024,"""fcu""",103579.99267578125,0.0
1680186734648115753,,77003,,1607384167,25665024,"""fcu""",103579.99267578125,0.0
1680186734664660210,,77004,,1607384167,45646080,"""fcu""",103579.99267578125,0.0
1680186734679115288,,77005,,1607384167,59646080,"""fcu""",103579.99267578125,0.0
1680186734696444291,,77006,,1607384167,77646080,"""fcu""",103579.99267578125,0.0
1680186734713884005,,77007,,1607384167,95646080,"""fcu""",103619.9951171875,0.0
1680186734732290316,,77008,,1607384167,109646080,"""fcu""",103619.9951171875,0.0
1680186734750638104,,77009,,1607384167,127646080,"""fcu""",103619.9951171875,0.0
1680186734783265037,,77010,,1607384167,147697664,"""fcu""",103619.9951171875,0.0
1680186734798215126,,77011,,1607384167,161697664,"""fcu""",103619.9951171875,0.0
1680186734812060184,,77012,,1607384167,181697664,"""fcu""",103619.9951171875,0.0
1680186734827500746,,77013,,1607384167,201697664,"""fcu""",103569.9951171875,0.0
1680186734846936974,,77014,,1607384167,219697664,"""fcu""",103569.9951171875,0.0
1680186734851925437,,77015,,1607384167,231697664,"""fcu""",103569.9951171875,0.0
1680186734864174113,,77016,,1607384167,246450688,"""fcu""",103569.9951171875,0.0
1680186734881831832,,77017,,1607384167,263450688,"""fcu""",103569.9951171875,0.0
1680186734897040182,,77018,,1607384167,278450688,"""fcu""",103569.9951171875,0.0
1680186734921707489,,77019,,1607384167,298450688,"""fcu""",103640.00244140625,0.0
1680186734935990015,,77020,,1607384167,314450688,"""fcu""",103640.00244140625,0.0
1680186734955920303,,77021,,1607384167,330450688,"""fcu""",103640.00244140625,0.0
1680186734967649746,,77022,,1607384167,347733888,"""fcu""",103640.00244140625,0.0
1680186734992600857,,77023,,1607384167,365733888,"""fcu""",103640.00244140625,0.0
1680186735009613689,,77024,,1607384167,383733888,"""fcu""",103640.00244140625,0.0
1680186735024384499,,77025,,1607384167,397733888,"""fcu""",103590.00244140625,0.0
1680186735040947404,,77026,,1607384167,413733888,"""fcu""",103590.00244140625,0.0
1680186735058342956,,77027,,1607384167,429733888,"""fcu""",103590.00244140625,0.0
1680186735065872764,,77028,,1607384167,445575936,"""fcu""",103590.00244140625,0.0
1680186735083819442,,77029,,1607384167,464575936,"""fcu""",103590.00244140625,0.0
1680186735096270577,,77030,,1607384167,477575936,"""fcu""",103590.00244140625,0.0
1680186735113553210,,77031,,1607384167,493575936,"""fcu""",103590.00244140625,0.0
1680186735132175455,,77032,,1607384167,513575936,"""fcu""",103640.00244140625,0.0
1680186735147770276,,77033,,1607384167,525575936,"""fcu""",103640.00244140625,0.0
1680186735164162142,,77034,,1607384167,545549312,"""fcu""",103640.00244140625,0.0
1680186735185566232,,77035,,1607384167,559549312,"""fcu""",103640.00244140625,0.0
1680186735200419839,,77036,,1607384167,575549312,"""fcu""",103640.00244140625,0.0
1680186735221747323,,77037,,1607384167,595549312,"""fcu""",103619.9951171875,0.0
1680186735238303593,,77038,,1607384167,609549312,"""fcu""",103619.9951171875,0.0
1680186735256183790,,77039,,1607384167,625549312,"""fcu""",103619.9951171875,0.0
1680186735267015994,,77040,,1607384167,647303296,"""fcu""",103619.9951171875,0.0
1680186735284897480,,77041,,1607384167,665303296,"""fcu""",103619.9951171875,0.0
1680186735300235347,,77042,,1607384167,679303296,"""fcu""",103619.9951171875,0.0
1680186735325203828,,77043,,1607384167,697303296,"""fcu""",103609.99755859375,0.0
1680186735337901495,,77044,,1607384167,715303296,"""fcu""",103609.99755859375,0.0
1680186735350304914,,77045,,1607384167,729303296,"""fcu""",103609.99755859375,0.0
1680186735365910920,,77046,,1607384167,747148416,"""fcu""",103609.99755859375,0.0
1680186735397437303,,77047,,1607384167,764148416,"""fcu""",103609.99755859375,0.0
1680186735415130487,,77048,,1607384167,779148416,"""fcu""",103609.99755859375,0.0
1680186735430144069,,77049,,1607384167,795148416,"""fcu""",103559.99755859375,0.0
1680186735445089241,,77050,,1607384167,815148416,"""fcu""",103559.99755859375,0.0
1680186735457844274,,77051,,1607384167,827148416,"""fcu""",103559.99755859375,0.0
1680186735465293886,,77052,,1607384167,845835008,"""fcu""",103559.99755859375,0.0
1680186735480400308,,77053,,1607384167,862835008,"""fcu""",103559.99755859375,0.0
1680186735497681322,,77054,,1607384167,879835008,"""fcu""",103559.99755859375,0.0
1680186735518311571,,77055,,1607384167,897835008,"""fcu""",103609.99755859375,0.0
1680186735534703928,,77056,,1607384167,915835008,"""fcu""",103609.99755859375,0.0
1680186735553163798,,77057,,1607384167,933835008,"""fcu""",103609.99755859375,0.0
1680186735566508062,,77058,,1607384167,946428416,"""fcu""",103609.99755859375,0.0
1680186735584897151,,77059,,1607384167,966428416,"""fcu""",103609.99755859375,0.0
1680186735612669642,,77060,,1607384167,983428416,"""fcu""",103609.99755859375,0.0
1680186735624575871,,77061,,1607384167,998428416,"""fcu""",103569.9951171875,0.0
1680186735642751619,,77062,,1607384168,16428416,"""fcu""",103569.9951171875,0.0
1680186735661948508,,77063,,1607384168,34428416,"""fcu""",103569.9951171875,0.0
1680186735677760468,,77064,,1607384168,47303296,"""fcu""",103569.9951171875,0.0
1680186735684570553,,77065,,1607384168,65303296,"""fcu""",103569.9951171875,0.0
1680186735702750689,,77066,,1607384168,83303296,"""fcu""",103569.9951171875,0.0
1680186735719656208,,77067,,1607384168,99303296,"""fcu""",103600.0,0.0
1680186735736912515,,77068,,1607384168,117303296,"""fcu""",103600.0,0.0
1680186735753604565,,77069,,1607384168,133303296,"""fcu""",103600.0,0.0
1680186735769421502,,77070,,1607384168,149454592,"""fcu""",103600.0,0.0
1680186735789004865,,77071,,1607384168,167454592,"""fcu""",103600.0,0.0
1680186735811179172,,77072,,1607384168,185454592,"""fcu""",103600.0,0.0
1680186735833023723,,77073,,1607384168,202454592,"""fcu""",103600.0,0.0
1680186735846674121,,77074,,1607384168,217454592,"""fcu""",103600.0,0.0
1680186735863924375,,77075,,1607384168,233454592,"""fcu""",103600.0,0.0
1680186735879059215,,77076,,1607384168,249622528,"""fcu""",103600.0,0.0
1680186735895090254,,77077,,1607384168,265622528,"""fcu""",103600.0,0.0
1680186735901833790,,77078,,1607384168,283622528,"""fcu""",103600.0,0.0
1680186735918506173,,77079,,1607384168,297622528,"""fcu""",103569.9951171875,0.0
1680186735935246617,,77080,,1607384168,315622528,"""fcu""",103569.9951171875,0.0
1680186735959296246,,77081,,1607384168,333622528,"""fcu""",103569.9951171875,0.0
1680186735966837201,,77082,,1607384168,347392640,"""fcu""",103569.9951171875,0.0
1680186735987462156,,77083,,1607384168,362392640,"""fcu""",103569.9951171875,0.0
1680186735999840542,,77084,,1607384168,379392640,"""fcu""",103569.9951171875,0.0
1680186736022154531,,77085,,1607384168,397392640,"""fcu""",103600.0,0.0
1680186736038968598,,77086,,1607384168,413392640,"""fcu""",103600.0,0.0
1680186736058705953,,77087,,1607384168,429392640,"""fcu""",103600.0,0.0
1680186736074437724,,77088,,1607384168,447490944,"""fcu""",103600.0,0.0
1680186736091561978,,77089,,1607384168,465490944,"""fcu""",103600.0,0.0
1680186736102085191,,77090,,1607384168,483490944,"""fcu""",103600.0,0.0
1680186736118987212,,77091,,1607384168,499490944,"""fcu""",103600.0,0.0
1680186736135320263,,77092,,1607384168,515490944,"""fcu""",103600.0,0.0
1680186736156443867,,77093,,1607384168,535490944,"""fcu""",103600.0,0.0
1680186736173942054,,77094,,1607384168,553212928,"""fcu""",103600.0,0.0
1680186736187701218,,77095,,1607384168,567212928,"""fcu""",103600.0,0.0
1680186736205415791,,77096,,1607384168,585212928,"""fcu""",103600.0,0.0
1680186736227864261,,77097,,1607384168,602212928,"""fcu""",103600.0,0.0
1680186736249009361,,77098,,1607384168,619212928,"""fcu""",103600.0,0.0
1680186736264430500,,77099,,1607384168,637212928,"""fcu""",103600.0,0.0
1680186736281205469,,77100,,1607384168,653506560,"""fcu""",103600.0,0.0
1680186736296183616,,77101,,1607384168,669506560,"""fcu""",103600.0,0.0
1680186736311193120,,77102,,1607384168,687506560,"""fcu""",103600.0,0.0
1680186736326119765,,77103,,1607384168,705506560,"""fcu""",103609.99755859375,0.0
